Year-Month-Date,Ticker,Original Currency,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetIncome,DilutedEPS,InterestExpense,NormalizedEBITDA,EBITDA,EBIT,NormalizedIncome,TotalExpenses,DilutedAverageShares,BasicAverageShares,BasicEPS,fullTimeEmployees,sector,industry,marketCap,enterpriseValue,beta,dividendYield,trailingPE,forwardPE,priceToSalesTrailing12Months,priceToBook,totalDebt,debtToEquity,operatingMargins,profitMargins,country,ResearchAndDevelopment
2021-12-31,H.TO,CAD,5258637586.236,3414293275.7139206,1844344310.5220795,571353703.1412125,1272990607.380867,702364743.3519363,1.171820970773697,328255439.6390915,1823964815.378189,1737351961.016655,1165998257.8754425,775552605.2874327,3985646978.855133,600358141.0,598080111.0,1.171820970773697,7261,Utilities,Utilities - Regulated Electric,21455926009.71631,34153153248.635254,0.327,2.74,24.211824,24.211824,3.378288,2.4033055,12954080986.208496,144.218,0.24585,0.13993,Canada,
2020-12-31,H.TO,CAD,,,,,,,,,,,,,,,,,7261,Utilities,Utilities - Regulated Electric,21455926009.71631,34153153248.635254,0.327,2.74,24.211824,24.211824,3.378288,2.4033055,12954080986.208496,144.218,0.24585,0.13993,Canada,
2024-12-31,IBE.MC,EUR,51453710245.72849,23994250136.494637,27459460109.233856,13925244722.84317,13534215386.390686,6454284224.033356,0.9603220468759537,2296722308.5165024,22445083912.37259,20156412207.841873,11631972673.17772,8194928313.525915,37919494859.33781,6456292802.0,6440265033.0,0.9626222194433212,44701,Utilities,Utilities - Diversified,119453485665.0459,204233263523.98242,0.645,3.86,26.846775,23.443663,2.3119497,2.2829516,69101782796.7456,98.995,0.2531,0.108109996,Spain,
2023-12-31,IBE.MC,EUR,56739506805.53913,29940196223.139763,26799310582.39937,15709028548.836708,11090282033.56266,5523864420.53318,0.7958597083091735,2381828693.509102,18111558795.452118,17143186144.590378,10461184836.387634,6302765876.57218,45649224771.97647,6648651485.0,6632137450.0,0.7981598808765411,44701,Utilities,Utilities - Diversified,119453485665.0459,204233263523.98242,0.645,3.86,26.846775,23.443663,2.3119497,2.2829516,69101782796.7456,98.995,0.2531,0.108109996,Spain,
2022-12-31,IBE.MC,EUR,62046004918.45608,38815412074.32747,23230592844.12861,13504313143.014908,9726279701.1137,4990224384.903908,0.7188039273023605,1953996595.9787369,16305923330.068588,15505463276.62468,9190339492.91706,5724639655.072903,52319725217.34238,6672101123.0,6657792549.0,0.7199540135860443,44701,Utilities,Utilities - Diversified,119453485665.0459,204233263523.98242,0.645,3.86,26.846775,23.443663,2.3119497,2.2829516,69101782796.7456,98.995,0.2531,0.108109996,Spain,
2021-12-31,IBE.MC,EUR,44984474900.00725,25361702727.794647,19622772172.2126,10721104336.500168,8901667835.712433,4468085212.111473,0.6440483188629151,1296147241.7116165,14700402878.046036,14394479926.586151,8542840915.2030945,4721333627.700541,36082807064.294815,6658737306.0,6645896098.0,652.0931724172831,44701,Utilities,Utilities - Diversified,119453485665.0459,204233263523.98242,0.645,3.86,26.846775,23.443663,2.3119497,2.2829516,69101782796.7456,98.995,0.2531,0.108109996,Spain,
2020-12-31,IBE.MC,EUR,,,,,,,,,,,,,,,,,44701,Utilities,Utilities - Diversified,119453485665.0459,204233263523.98242,0.645,3.86,26.846775,23.443663,2.3119497,2.2829516,69101782796.7456,98.995,0.2531,0.108109996,Spain,
2024-12-31,IGM.TO,CAD,2541486808.243394,1302950648.7597227,1238536159.4836712,418835017.1625614,819701142.3211098,679448001.0626316,2.8604077112674715,94167096.50790691,1042021054.8458099,1042021054.8458099,974568565.1150942,679448001.0626316,1721785665.9222841,237609000.0,237287000.0,2.8604077112674715,,Financial Services,Asset Management,7432687611.144165,8700647534.32605,1.223,5.22,10.874055,9.947003,2.5879123,1.2969027,1863480726.3347473,32.179,0.35073003,0.2392,Canada,
2023-12-31,IGM.TO,CAD,2319163256.5231323,1190804470.5002308,1128358786.0229015,402091806.2236309,726266979.7992706,836208533.387661,3.508184521198273,89692341.64559841,937835980.7964563,988574373.1527328,922672908.5702896,632600415.9925786,1592896276.7238617,238418000.0,238033000.0,3.5154629123210905,,Financial Services,Asset Management,7432687611.144165,8700647534.32605,1.223,5.22,10.874055,9.947003,2.5879123,1.2969027,1863480726.3347473,32.179,0.35073003,0.2392,Canada,
2022-12-31,IGM.TO,CAD,2292198273.091316,1176908566.1685467,1115289706.9227695,380523021.97027206,734766684.9524975,631214103.0917168,2.6420559775829315,82372463.69338036,951778466.8313265,951778466.8313265,888167511.9352341,622902180.4294586,1557431588.1388187,238996000.0,238470000.0,2.6493343687057496,,Financial Services,Asset Management,7432687611.144165,8700647534.32605,1.223,5.22,10.874055,9.947003,2.5879123,1.2969027,1863480726.3347473,32.179,0.35073003,0.2392,Canada,
2021-12-31,IGM.TO,CAD,2611194143.5439587,1342973065.8658743,1268221077.6780844,405572332.85856247,862648744.8195219,712517371.1291552,2.969583578109741,82927077.09693909,1078223772.2907066,1078223772.2907066,1005572327.780962,712517371.1291552,1748545398.7244368,240019000.0,238841000.0,2.984140360355377,,Financial Services,Asset Management,7432687611.144165,8700647534.32605,1.223,5.22,10.874055,9.947003,2.5879123,1.2969027,1863480726.3347473,32.179,0.35073003,0.2392,Canada,
2025-01-31,ITX.MC,EUR,44430133311.27167,18732605388.641357,25696377836.346626,16871765781.641006,8824612054.70562,6746406140.089035,2.1633122996091845,405980458.14037323,12725704728.96099,12588844461.202621,9120184229.61235,6852559999.613378,35604371170.282364,3118553961.0,3114452983.0,2.1667625584602357,67195,Consumer Cyclical,Apparel Retail,158764487400.32422,152811206817.81836,1.107,2.56,23.574469,33.074627,3.5619187,7.6440153,6425531846.124695,30.934,0.19845,0.15164,Spain,
2024-01-31,ITX.MC,EUR,41342151639.58073,17465210304.021835,23878091421.842575,15926394856.452942,7951696565.389633,6188614292.502403,1.985048925638199,311673382.8783035,11665325175.404549,11544566115.617752,8212766151.785851,6283446188.797857,33391605160.474777,3117612978.0,3112836551.0,1.9884991844892503,67195,Consumer Cyclical,Apparel Retail,158764487400.32422,152811206817.81836,1.107,2.56,23.574469,33.074627,3.5619187,7.6440153,6425531846.124695,30.934,0.19845,0.15164,Spain,
2023-01-31,ITX.MC,EUR,37457160173.29693,16113858920.693398,21344451338.887215,14564692696.57135,6779758642.315865,4749856351.613998,1.5250144121646882,165612424.85046387,9952846698.999405,9520414256.334305,6327774732.82814,5084551637.118322,30678551617.264748,3114630468.0,3112455405.0,1.5261644984483718,67195,Consumer Cyclical,Apparel Retail,158764487400.32422,152811206817.81836,1.107,2.56,23.574469,33.074627,3.5619187,7.6440153,6425531846.124695,30.934,0.19845,0.15164,Spain,
2022-01-31,ITX.MC,EUR,31875791438.57956,13688326948.404312,18187464490.175247,13262795023.441315,4924669466.7339325,3729729817.9864883,1.1983899075984956,129959750.05626678,8316273917.31739,8316273917.31739,4959172055.244446,3729729817.9864883,26951121971.845627,3113570977.0,3113570977.0,1.1983899075984956,67195,Consumer Cyclical,Apparel Retail,158764487400.32422,152811206817.81836,1.107,2.56,23.574469,33.074627,3.5619187,7.6440153,6425531846.124695,30.934,0.19845,0.15164,Spain,
2024-12-31,INGA.AS,EUR,25907993712.54444,,,,,7351351525.306702,2.277170841693878,50468086300.611496,,,,7652317604.883909,,3228700000.0,3228700000.0,2.277170841693878,60000,Financial Services,Banks - Diversified,61135809262.64551,141197070381.98047,,5.97,9.037563,8.813862,2.6507223,1.0508796,265331810727.0918,,0.39902002,0.25985,Netherlands,
2023-12-31,INGA.AS,EUR,26048304239.153862,,,,,8380678749.203682,2.346176018714905,41692927956.10428,,,,8759175595.422863,,3565300000.0,3562900000.0,2.3576768815517424,60000,Financial Services,Banks - Diversified,61135809262.64551,141197070381.98047,,5.97,9.037563,8.813862,2.6507223,1.0508796,265331810727.0918,,0.39902002,0.25985,Netherlands,
2022-12-31,INGA.AS,EUR,21726279985.07023,,,,,4225417006.254196,1.1615871465206147,16922369578.123093,,,,4779651989.390962,,3624300000.0,3619100000.0,1.1730880093574525,60000,Financial Services,Banks - Diversified,61135809262.64551,141197070381.98047,,5.97,9.037563,8.813862,2.6507223,1.0508796,265331810727.0918,,0.39902002,0.25985,Netherlands,
2021-12-31,INGA.AS,EUR,21029327697.15786,,,,,5492812090.873718,1.4146061289310454,8623346955.060959,,,,5738108243.889213,,3890700000.0,3888500000.0,1.4146061289310454,60000,Financial Services,Banks - Diversified,61135809262.64551,141197070381.98047,,5.97,9.037563,8.813862,2.6507223,1.0508796,265331810727.0918,,0.39902002,0.25985,Netherlands,
2024-12-31,IR,USD,7235000000.0,4065000000.0,3170000000.0,1715700000.0,1454300000.0,838600000.0,2.06,213200000.0,1985200000.0,1828000000.0,1346000000.0,959329600.0,5780700000.0,407200000.0,403400000.0,2.08,21000,Industrials,Specialty Industrial Machinery,33055723520.0,35738169344.0,1.444,0.1,40.559406,23.144068,4.5395613,3.1524875,4865999872.0,46.107,0.19,0.11301,United States,
2023-12-31,IR,USD,6876100000.0,3993900000.0,2882200000.0,1640700000.0,1241500000.0,778700000.0,1.9,156700000.0,1737600000.0,1646900000.0,1187800000.0,848266900.0,5634600000.0,409000000.0,404800000.0,1.92,21000,Industrials,Specialty Industrial Machinery,33055723520.0,35738169344.0,1.444,0.1,40.559406,23.144068,4.5395613,3.1524875,4865999872.0,46.107,0.19,0.11301,United States,
2022-12-31,IR,USD,5916300000.0,3590700000.0,2325600000.0,1446200000.0,879400000.0,604700000.0,1.47,103200000.0,1341400000.0,1278200000.0,845400000.0,639933600.0,5036900000.0,410200000.0,405300000.0,1.49,21000,Industrials,Specialty Industrial Machinery,33055723520.0,35738169344.0,1.444,0.1,40.559406,23.144068,4.5395613,3.1524875,4865999872.0,46.107,0.19,0.11301,United States,
2021-12-31,IR,USD,5152400000.0,3163900000.0,1988500000.0,1366100000.0,622400000.0,562500000.0,1.34,87700000.0,1088500000.0,1022800000.0,600700000.0,568861000.0,4530000000.0,421200000.0,414800000.0,1.36,21000,Industrials,Specialty Industrial Machinery,33055723520.0,35738169344.0,1.444,0.1,40.559406,23.144068,4.5395613,3.1524875,4865999872.0,46.107,0.19,0.11301,United States,
2020-12-31,IR,USD,,,,,,,,,,,,,,,,,21000,Industrials,Specialty Industrial Machinery,33055723520.0,35738169344.0,1.444,0.1,40.559406,23.144068,4.5395613,3.1524875,4865999872.0,46.107,0.19,0.11301,United States,
2024-06-30,IAG.AX,AUD,8835853687.286377,,,,,578914096.8322754,0.23362858428955077,119264039.99328613,,,1080467735.2905273,578914096.8322754,8003584089.279175,2477924945.0,2407000000.0,0.24052655849456786,,Financial Services,Insurance - Property & Casualty,13814926518.941406,7297643830.984375,0.127,2.65,17.764708,21.069769,1.2735151,3.0566802,1881793191.2070312,39.15,0.15752,0.07541,Australia,
2023-06-30,IAG.AX,AUD,6583375007.629395,,,,,536365844.7265625,0.2075838966369629,93477220.53527832,,,966361059.1888428,536365844.7265625,5829755208.969116,2583850932.0,2453000000.0,0.21867222900390626,,Financial Services,Insurance - Property & Casualty,13814926518.941406,7297643830.984375,0.127,2.65,17.764708,21.069769,1.2735151,3.0566802,1881793191.2070312,39.15,0.15752,0.07541,Australia,
2022-06-30,IAG.AX,AUD,5724673919.677734,,,,,223700658.79821777,0.08593457584381103,59954355.239868164,,,423548509.5977783,223700658.79821777,5450688962.936401,2603150788.0,2462000000.0,0.09083407154083252,,Financial Services,Insurance - Property & Casualty,13814926518.941406,7297643830.984375,0.127,2.65,17.764708,21.069769,1.2735151,3.0566802,1881793191.2070312,39.15,0.15752,0.07541,Australia,
2021-06-30,IAG.AX,AUD,5922587759.017944,,,,,-275274297.7142334,-0.1148802806854248,57375673.29406738,,,-193401145.9350586,-266893581.39038086,6345491598.129272,2396000000.0,2396000000.0,-0.1148802806854248,,Financial Services,Insurance - Property & Casualty,13814926518.941406,7297643830.984375,0.127,2.65,17.764708,21.069769,1.2735151,3.0566802,1881793191.2070312,39.15,0.15752,0.07541,Australia,
2020-06-30,IAG.AX,AUD,,,,,,,,,,,,,,,,,,Financial Services,Insurance - Property & Casualty,13814926518.941406,7297643830.984375,0.127,2.65,17.764708,21.069769,1.2735151,3.0566802,1881793191.2070312,39.15,0.15752,0.07541,Australia,
2024-12-31,INTC,USD,53101000000.0,35756000000.0,17345000000.0,22053000000.0,-4708000000.0,-18756000000.0,-4.38,1034000000.0,8686000000.0,1203000000.0,-10176000000.0,-12844430000.0,57809000000.0,4280000000.0,4280000000.0,-4.38,108900,Technology,Semiconductors,92430778368.0,127710961664.0,1.113,,,21.84536,1.7425303,0.92658186,50150998016.0,47.129,-0.00245,-0.36189,United States,16546000000.0
2023-12-31,INTC,USD,54228000000.0,32517000000.0,21711000000.0,21680000000.0,31000000.0,1689000000.0,0.4,878000000.0,11140000000.0,11242000000.0,1640000000.0,1608420000.0,54197000000.0,4212000000.0,4190000000.0,0.4,108900,Technology,Semiconductors,92430778368.0,127710961664.0,1.113,,,21.84536,1.7425303,0.92658186,50150998016.0,47.129,-0.00245,-0.36189,United States,16046000000.0
2022-12-31,INTC,USD,63054000000.0,36188000000.0,26866000000.0,24530000000.0,2336000000.0,8014000000.0,1.94,496000000.0,16033000000.0,21299000000.0,8264000000.0,3853860000.0,60718000000.0,4123000000.0,4108000000.0,1.95,108900,Technology,Semiconductors,92430778368.0,127710961664.0,1.113,,,21.84536,1.7425303,0.92658186,50150998016.0,47.129,-0.00245,-0.36189,United States,17528000000.0
2021-12-31,INTC,USD,79024000000.0,35209000000.0,43815000000.0,21733000000.0,22082000000.0,19868000000.0,4.86,597000000.0,33989000000.0,34092000000.0,22300000000.0,19773755000.0,56942000000.0,4090000000.0,4059000000.0,4.89,108900,Technology,Semiconductors,92430778368.0,127710961664.0,1.113,,,21.84536,1.7425303,0.92658186,50150998016.0,47.129,-0.00245,-0.36189,United States,15190000000.0
2020-12-31,INTC,USD,,,,,,,,,,,,,,,,,108900,Technology,Semiconductors,92430778368.0,127710961664.0,1.113,,,21.84536,1.7425303,0.92658186,50150998016.0,47.129,-0.00245,-0.36189,United States,
2024-12-31,ISP.MI,EUR,32540541310.548782,,,17107533469.79618,,9966647734.40361,0.5520414161682129,18990224716.186523,,,,10072345264.219284,,18017340115.0,18017340115.0,0.5520414161682129,91825,Financial Services,Banks - Regional,96531392922.52441,323254989795.2578,1.167,7.11,9.509,9.322549,3.300462,1.2439822,342759054072.76953,,0.64999,0.35311002,Italy,
2023-12-31,ISP.MI,EUR,29230592986.106873,,,15513513880.610466,,8883266455.173492,0.48303623914718624,17928695076.346397,,,,8933045734.18587,,18370426095.0,18370426095.0,0.48303623914718624,91825,Financial Services,Banks - Regional,96531392922.52441,323254989795.2578,1.167,7.11,9.509,9.322549,3.300462,1.2439822,342759054072.76953,,0.64999,0.35311002,Italy,
2022-12-31,ISP.MI,EUR,24801610707.640648,,,14744106156.82602,,5036227836.251259,0.2645198452472687,4455434262.990952,,,,5115397314.93006,,19315541610.0,19315541610.0,0.2645198452472687,91825,Financial Services,Banks - Regional,96531392922.52441,323254989795.2578,1.167,7.11,9.509,9.322549,3.300462,1.2439822,342759054072.76953,,0.64999,0.35311002,Italy,
2021-12-31,ISP.MI,EUR,25184589440.107346,,,16166762889.742851,,4813111097.216606,0.2530189824104309,2852213983.5357666,,,,4871446732.213842,,19377549407.0,19377549407.0,0.2530189824104309,91825,Financial Services,Banks - Regional,96531392922.52441,323254989795.2578,1.167,7.11,9.509,9.322549,3.300462,1.2439822,342759054072.76953,,0.64999,0.35311002,Italy,
2020-12-31,ISP.MI,EUR,,,,,,,,,,,,,,,,,91825,Financial Services,Banks - Regional,96531392922.52441,323254989795.2578,1.167,7.11,9.509,9.322549,3.300462,1.2439822,342759054072.76953,,0.64999,0.35311002,Italy,
2024-03-31,INL.JO,GBP,2674338495.206833,,,1514782202.7730942,,1264379806.137085,,3742535473.1607437,,,,875709483.2897091,,,,,7900,Financial Services,Banks - Regional,40583773445.06836,127573232060.85938,0.531,8.0,13.220994,1.4026964,15.137102,2043.2036,6724011149.597168,,0.40588,0.34752998,South Africa,
2023-03-31,INL.JO,GBP,2528228890.9196854,,,1464624332.1800232,,1081415298.6764908,1.1480094080781937,2579875468.5020447,,,,827354251.4440918,,894686797.0,894686797.0,1.1480094080781937,7900,Financial Services,Banks - Regional,40583773445.06836,127573232060.85938,0.531,8.0,13.220994,1.4026964,15.137102,2043.2036,6724011149.597168,,0.40588,0.34752998,South Africa,
2022-03-31,INL.JO,GBP,1241883427.3199825,,,657803520.2711358,,388141432.1368413,0.39164414404392245,1177674811.980113,,,,394424073.5400022,,905215165.0,905215165.0,0.39164414404392245,7900,Financial Services,Banks - Regional,40583773445.06836,127573232060.85938,0.531,8.0,13.220994,1.4026964,15.137102,2043.2036,6724011149.597168,,0.40588,0.34752998,South Africa,
2021-03-31,INL.JO,GBP,938964268.0336814,,,557364682.37149,,252805631.0850463,0.2382683597946167,1202906711.0608006,,,,276267625.062765,,966154532.0,966154532.0,0.2382683597946167,7900,Financial Services,Banks - Regional,40583773445.06836,127573232060.85938,0.531,8.0,13.220994,1.4026964,15.137102,2043.2036,6724011149.597168,,0.40588,0.34752998,South Africa,
2024-12-31,ITRI,USD,2440837000.0,1601520000.0,839317000.0,571931000.0,267386000.0,239105000.0,5.18,15379000.0,359463000.0,356187000.0,299910000.0,241889600.0,2173451000.0,46187000.0,45368000.0,5.27,5040,Technology,Scientific & Technical Instruments,5963379200.0,5989798400.0,1.33,,23.870438,26.426264,2.439463,4.005205,1266205952.0,83.906,0.12380999,0.10344,United States,215034000.0
2023-12-31,ITRI,USD,2173633000.0,1459725000.0,713908000.0,540385000.0,173523000.0,96923000.0,2.11,8349000.0,236154000.0,191498000.0,135735000.0,131308120.0,2000110000.0,45836000.0,45421000.0,2.13,5040,Technology,Scientific & Technical Instruments,5963379200.0,5989798400.0,1.33,,23.870438,26.426264,2.439463,4.005205,1266205952.0,83.906,0.12380999,0.10344,United States,208688000.0
2022-12-31,ITRI,USD,1795564000.0,1273375000.0,522189000.0,501268000.0,20921000.0,-9732000.0,-0.22,6724000.0,86104000.0,57744000.0,-9019000.0,7567600.0,1774643000.0,45101000.0,45101000.0,-0.22,5040,Technology,Scientific & Technical Instruments,5963379200.0,5989798400.0,1.33,,23.870438,26.426264,2.439463,4.005205,1266205952.0,83.906,0.12380999,0.10344,United States,185098000.0
2021-12-31,ITRI,USD,1981572000.0,1408403000.0,573169000.0,533556000.0,39613000.0,-81255000.0,-1.83,28638000.0,107893000.0,-11019000.0,-95172000.0,-6340440.0,1941959000.0,44301000.0,44301000.0,-1.83,5040,Technology,Scientific & Technical Instruments,5963379200.0,5989798400.0,1.33,,23.870438,26.426264,2.439463,4.005205,1266205952.0,83.906,0.12380999,0.10344,United States,197235000.0
2024-12-31,JNJ,USD,88821000000.0,27471000000.0,61350000000.0,39201000000.0,22149000000.0,14066000000.0,5.79,755000000.0,31926000000.0,24781000000.0,17442000000.0,20089235000.0,66672000000.0,2429400000.0,2407300000.0,5.84,138100,Healthcare,Drug Manufacturers - General,364086525952.0,373876719616.0,0.41,3.47,16.832037,14.275472,4.0757017,4.660445,52252000256.0,66.896,0.29407,0.24415001,United States,17232000000.0
2023-12-31,JNJ,USD,85159000000.0,26553000000.0,58606000000.0,35197000000.0,23409000000.0,35153000000.0,13.72,772000000.0,32322000000.0,23320000000.0,15834000000.0,21292770000.0,61750000000.0,2560400000.0,2407078000.0,14.604014,138100,Healthcare,Drug Manufacturers - General,364086525952.0,373876719616.0,0.41,3.47,16.832037,14.275472,4.0757017,4.660445,52252000256.0,66.896,0.29407,0.24415001,United States,15085000000.0
2022-12-31,JNJ,USD,79990000000.0,24596000000.0,55394000000.0,34381000000.0,21013000000.0,17941000000.0,6.73,276000000.0,27663000000.0,26605000000.0,19635000000.0,17265068000.0,58977000000.0,2663900000.0,2613597000.0,6.862158,138100,Healthcare,Drug Manufacturers - General,364086525952.0,373876719616.0,0.41,3.47,16.832037,14.275472,4.0757017,4.660445,52252000256.0,66.896,0.29407,0.24415001,United States,14135000000.0
2021-12-31,JNJ,USD,78740000000.0,23402000000.0,55338000000.0,34395000000.0,20943000000.0,20878000000.0,7.81,183000000.0,27860000000.0,26751000000.0,19361000000.0,18830152000.0,57797000000.0,2674000000.0,2628965000.0,7.930572,138100,Healthcare,Drug Manufacturers - General,364086525952.0,373876719616.0,0.41,3.47,16.832037,14.275472,4.0757017,4.660445,52252000256.0,66.896,0.29407,0.24415001,United States,14277000000.0
2024-09-30,JCI,USD,22952000000.0,14875000000.0,8077000000.0,5661000000.0,2416000000.0,1705000000.0,2.52,381000000.0,3169000000.0,2719000000.0,1903000000.0,1634500000.0,20536000000.0,676000000.0,673800000.0,2.53,94000,Industrials,Building Products & Equipment,68009152512.0,78918336512.0,1.339,1.45,31.223564,24.66587,2.9253767,4.303023,11205000192.0,65.788,0.11311,0.10775,Ireland,
2023-09-30,JCI,USD,22331000000.0,14527000000.0,7804000000.0,5387000000.0,2417000000.0,1849000000.0,2.69,297000000.0,3132000000.0,2155000000.0,1410000000.0,2168830000.0,19914000000.0,687400000.0,684300000.0,2.702031,94000,Industrials,Building Products & Equipment,68009152512.0,78918336512.0,1.339,1.45,31.223564,24.66587,2.9253767,4.303023,11205000192.0,65.788,0.11311,0.10775,Ireland,
2022-09-30,JCI,USD,20637000000.0,13547000000.0,7090000000.0,5078000000.0,2012000000.0,1532000000.0,2.19,221000000.0,2714000000.0,2050000000.0,1333000000.0,1627560000.0,18625000000.0,699600000.0,688700000.0,2.224481,94000,Industrials,Building Products & Equipment,68009152512.0,78918336512.0,1.339,1.45,31.223564,24.66587,2.9253767,4.303023,11205000192.0,65.788,0.11311,0.10775,Ireland,
2021-09-30,JCI,USD,23668000000.0,15609000000.0,8059000000.0,5258000000.0,2801000000.0,1637000000.0,2.27,206000000.0,3907000000.0,3665000000.0,2820000000.0,1675140000.0,20867000000.0,721100000.0,708700000.0,2.309863,94000,Industrials,Building Products & Equipment,68009152512.0,78918336512.0,1.339,1.45,31.223564,24.66587,2.9253767,4.303023,11205000192.0,65.788,0.11311,0.10775,Ireland,
2020-09-30,JCI,USD,,,,,,,,,,,,,,,,,94000,Industrials,Building Products & Equipment,68009152512.0,78918336512.0,1.339,1.45,31.223564,24.66587,2.9253767,4.303023,11205000192.0,65.788,0.11311,0.10775,Ireland,
2024-12-31,4452.T,JPY,11136667208.969593,6770735418.16324,4365931790.806353,3363059469.3124294,1002872321.4939237,736999409.9345058,1.5861965456977487,27970784.99570489,1665499534.1598988,1665499534.1598988,1060797150.0791609,736999409.9345058,10133794887.47567,464625000.0,464625000.0,1.5861965456977487,32566,Consumer Defensive,Household & Personal Products,20682389968.894043,20659326158.481445,0.214,2.37,26.525705,25.173986,1.8301042,2.9396627,1683314623.1845093,23.265,0.07999,0.06908,Japan,
2023-12-31,4452.T,JPY,10481036111.963913,6648375201.746821,3832660910.2170916,3422092187.181115,410568723.0359763,300019153.4869373,0.6453797017224133,23573421.97559774,1072901866.3242459,1072901866.3242459,460177543.1726128,300019153.4869373,10070467388.927937,464857000.0,464853547.0,0.6453797017224133,32566,Consumer Defensive,Household & Personal Products,20682389968.894043,20659326158.481445,0.214,2.37,26.525705,25.173986,1.8301042,2.9396627,1683314623.1845093,23.265,0.07999,0.06908,Japan,
2022-12-31,4452.T,JPY,10607417556.149885,6857403818.713501,3750013737.436384,2997257679.9150558,752756057.5213283,588398630.6749284,1.253351043071598,16536273.378878832,1422502484.6568704,1422502484.6568704,808800209.8537982,588398630.6749284,9854661498.628557,469459000.0,469442000.0,1.2534194312989713,32566,Consumer Defensive,Household & Personal Products,20682389968.894043,20659326158.481445,0.214,2.37,26.525705,25.173986,1.8301042,2.9396627,1683314623.1845093,23.265,0.07999,0.06908,Japan,
2021-12-31,4452.T,JPY,9702702857.404947,5782730697.300285,3919972160.104662,2938532709.06955,981439451.0351121,749781169.6305871,1.576827358547598,17767261.47159934,1640913966.4191751,1640913966.4191751,1043604349.7174978,749781169.6305871,8721263406.369835,475500000.0,475466000.0,1.576964135002345,32566,Consumer Defensive,Household & Personal Products,20682389968.894043,20659326158.481445,0.214,2.37,26.525705,25.173986,1.8301042,2.9396627,1683314623.1845093,23.265,0.07999,0.06908,Japan,
2024-12-31,105560.KS,KRW,14680365821.421146,,,,,3708165309.845004,9.292646328918636,12898910900.495481,,,,3888186311.860596,,383367922.0,378765026.0,9.405098594725132,,Financial Services,Banks - Regional,28843169158.958984,59918969828.875,0.602,3.39,,6.7987003,2.6451178,,119644841242.85938,,0.58817,0.38395,South Korea,
2023-12-31,105560.KS,KRW,14203046844.805592,,,,,3355192251.6687775,8.260130070149899,12385203392.95827,,,,3507462463.0871625,,393330166.0,384029392.0,8.45582622103393,,Financial Services,Banks - Regional,28843169158.958984,59918969828.875,0.602,3.39,,6.7987003,2.6451178,,119644841242.85938,,0.58817,0.38395,South Korea,
2022-12-31,105560.KS,KRW,11981158020.658419,,,,,3002981532.229576,7.81689289258793,6744601391.152013,,,,3087236171.2046304,,410539935.0,389634335.0,7.99944527214393,,Financial Services,Banks - Regional,28843169158.958984,59918969828.875,0.602,3.39,,6.7987003,2.6451178,,119644841242.85938,,0.58817,0.38395,South Korea,
2021-12-31,105560.KS,KRW,12408668675.826397,,,,,3219890269.618016,7.95198165345937,2907187536.1623244,,,,3388463714.583496,,398579543.0,389634335.0,8.130152775906026,,Financial Services,Banks - Regional,28843169158.958984,59918969828.875,0.602,3.39,,6.7987003,2.6451178,,119644841242.85938,,0.58817,0.38395,South Korea,
2024-12-31,KBC.BR,EUR,12824612149.357796,,,8116158903.956413,,3927544658.780098,9.580218743085862,16299022812.366486,,,,4004259295.1876655,,400000000.0,400000000.0,9.580218743085862,32764,Financial Services,Banks - Regional,38475050276.73926,19839133102.00171,0.937,7.39,9.971631,10.871134,2.986436,1.4341328,66673949989.43945,,0.25322,0.30843002,Belgium,
2023-12-31,KBC.BR,EUR,12388729447.841644,,,7851639058.709145,,3912593537.092209,9.246693720817564,16902818111.300468,,,,3860117513.525198,,415000000.0,415000000.0,9.246693720817564,32764,Financial Services,Banks - Regional,38475050276.73926,19839133102.00171,0.937,7.39,9.971631,10.871134,2.986436,1.4341328,66673949989.43945,,0.25322,0.30843002,Belgium,
2022-12-31,KBC.BR,EUR,11572168186.426163,,,7192639618.15834,,3240943147.420883,7.636572923660278,6971823051.691055,,,,3440890000.2300606,,417000000.0,417000000.0,7.636572923660278,32764,Financial Services,Banks - Regional,38475050276.73926,19839133102.00171,0.937,7.39,9.971631,10.871134,2.986436,1.4341328,66673949989.43945,,0.25322,0.30843002,Belgium,
2021-12-31,KBC.BR,EUR,8603795488.238335,,,5076480856.180191,,3006325545.5493927,7.073030644655228,2149511264.204979,,,,3036365072.483902,,417000000.0,417000000.0,7.073030644655228,32764,Financial Services,Banks - Regional,38475050276.73926,19839133102.00171,0.937,7.39,9.971631,10.871134,2.986436,1.4341328,66673949989.43945,,0.25322,0.30843002,Belgium,
2020-12-31,KBC.BR,EUR,,,,,,,,,,,,,,,,,32764,Financial Services,Banks - Regional,38475050276.73926,19839133102.00171,0.937,7.39,9.971631,10.871134,2.986436,1.4341328,66673949989.43945,,0.25322,0.30843002,Belgium,
2024-12-31,BN4.SI,SGD,5116978126.35076,3671590818.8643456,1445387307.486415,503402940.8058524,941984366.6805625,737738806.1928749,0.3961086558699608,317342720.9575176,1338797646.36302,1338797646.36302,1177938773.89431,653938958.1469297,4174993759.670198,1841566000.0,1821500000.0,0.3999844744205475,5249,Industrials,Conglomerates,10424353550.71582,18260589613.10327,0.504,4.59,16.266668,13.555555,2.0372088,1.2294257,9674997210.966675,109.239,0.12139,0.14417,Singapore,
